source,target,source_type,target_type,mu_forward,mu_backward,abs_diff,rel_diff,forward_dominant
SAA,BAG,motor,sensory,0.0007134917776939648,0.0004230029097098952,0.0002904888679840696,0.25560070420353165,True
RIR,OLQ,unknown,sensory,0.0004624707145101614,0.00017213627541539604,0.0002903344390947654,0.4575026716591254,True
AWC,SMD,sensory,motor,0.0009289261448459654,0.0006392040020928428,0.00028972214275312254,0.18475642780228071,True
PQR,AFD,unknown,sensory,0.00011755369961003946,0.0004072646738694504,0.00028971097425941093,0.5520212966945665,False
PVC,SAB,interneuron,motor,3.18184919092555e-05,0.00032023406802628954,0.00028841557611703405,0.8192398721538935,False
BAG,URA,sensory,sensory,1.4222277109239445e-05,0.00030115879241229647,0.000286936515303057,0.9098086475434402,False
CEP,RIH,sensory,interneuron,0.000293784123256391,0.0005805742482815296,0.0002867901250251386,0.32800062487036885,False
CEP,AVA,sensory,interneuron,0.000747510678477449,0.001034065813941891,0.00028655513546444193,0.16084356781725936,False
DVB,AVD,interneuron,interneuron,0.00038262143456035486,9.702518174715465e-05,0.0002855962528132002,0.5954304347412642,True
AVJ,OLL,interneuron,unknown,0.0003265759804225122,4.1120303578887735e-05,0.00028545567684362444,0.7763352843919663,True
DVA,ADA,sensory,interneuron,0.0011926120551456764,0.0009072441052162109,0.0002853679499294655,0.13589880189241402,True
AVD,ASK,interneuron,sensory,0.0005150442741814209,0.0008002109932181116,0.00028516671903669065,0.21681471606575553,False
AVK,ASH,interneuron,sensory,0.0003819989177594307,0.0006665274454261486,0.0002845285276667179,0.27136036872381636,False
PVN,AVB,interneuron,interneuron,0.00031666935471203427,3.234629406970917e-05,0.0002843230606423251,0.8146424957463057,True
AVA,AIY,interneuron,interneuron,0.00048687800147270943,0.00020377831610034796,0.0002830996853723615,0.4098994495224759,True
AWC,ADA,sensory,interneuron,0.001030023757290964,0.0007470923065823112,0.00028293145070865285,0.15920819159733243,True
ADF,RIP,sensory,interneuron,0.00039442466754527035,0.0006770515364946487,0.0002826268689493784,0.2637733264690553,False
PVP,RIM,interneuron,interneuron,6.921150617951846e-05,0.0003514966529894935,0.00028228514680997505,0.6709760045299518,False
ASE,OLQ,sensory,sensory,0.0006681730838721442,0.00038655771408709327,0.000281615369785051,0.26700210483066233,True
ADL,AQR,unknown,unknown,0.0002010394569002922,0.00048137898066803243,0.0002803395237677402,0.4108029139517217,False
SMD,AVD,motor,interneuron,0.00040429884552012027,0.0006839670182975603,0.00027966817277744,0.25698513238101545,False
PVC,URB,interneuron,sensory,6.014178630501547e-05,0.00033963133937492835,0.0002794895530699129,0.6991202389668554,False
ADF,RID,sensory,interneuron,0.00043685131635774055,0.00015864571199052682,0.00027820560436721373,0.4671821090705738,True
ASH,IL2,sensory,sensory,0.00017069272137790114,0.000447907130177577,0.0002772144087996759,0.44813196008602396,False
AFD,AWB,sensory,sensory,0.0004733810440125122,0.0007497840046788558,0.0002764029606663436,0.2259735416448546,False
AVD,RIC,interneuron,interneuron,0.0005209675152221214,0.0002447292337944607,0.0002762382814276607,0.36076716494582106,True
OLL,AVB,unknown,interneuron,0.00031835311092346405,4.216244323185715e-05,0.0002761906676916069,0.766098959943125,True
PHC,CEP,sensory,sensory,0.000304969072864476,0.0005809847673860349,0.0002760156945215589,0.3115463253580803,False
AVJ,URY,interneuron,sensory,0.0009631801963956003,0.0006871821029329673,0.000275998093462633,0.16723484101123479,True
SAB,SIB,motor,motor,0.001437041216110294,0.001712990548618302,0.00027594933250800805,0.08760207653702057,False
PLN,AVH,sensory,interneuron,0.00010085686978536485,0.00037643746412915907,0.0002755805943437942,0.5773806999667347,False
ALN,AWA,sensory,sensory,0.0001820806035040977,0.0004570081420471623,0.0002749275385430646,0.4301867267076456,False
ASK,SIB,sensory,motor,0.0010977299298592133,0.0008230153491833308,0.0002747145806758825,0.14302498585878293,True
SMD,AWA,motor,sensory,0.00033423011668428553,5.965173233984378e-05,0.00027457838434444173,0.6971083214773597,True
SIA,AVB,motor,interneuron,0.00039158312044675645,0.00011764442290388449,0.0002739386975428719,0.5379493849556097,True
DVA,SMD,sensory,motor,0.0005302994350389451,0.00025728766621477587,0.00027301176882416924,0.34664322679390336,True
ADL,AVJ,unknown,interneuron,0.001764133008924078,0.0014914219034448835,0.0002727111054791945,0.08376793033540278,True
AIY,AWA,interneuron,sensory,4.124249799216231e-05,0.0003136776765679372,0.0002724351785757749,0.7675954238270567,False
PLN,AWB,sensory,sensory,6.057014222359525e-06,0.0002784185774702577,0.0002723615632478982,0.9574159451985492,False
DVC,RIC,interneuron,interneuron,0.00034375613906988405,7.198448010828168e-05,0.0002717716589616024,0.6537046924314734,True
RIA,RIH,interneuron,interneuron,0.0007216605548499148,0.0009924003680783745,0.0002707398132284597,0.15795226051283157,False
RMG,ADA,interneuron,interneuron,7.347751573970859e-05,0.0003440922269356689,0.00027061471119596027,0.6480705346490708,False
ASE,ADL,sensory,unknown,0.0009101122494928295,0.001180611091413116,0.0002704988419202865,0.12938049893537082,False
RIP,AVF,interneuron,interneuron,0.0001780245523412663,0.0004484519643222295,0.0002704274119809632,0.4316640155241739,False
ASJ,AWC,sensory,sensory,0.0005626081073587307,0.00029253264335488453,0.00027007546400384613,0.3158257072837394,True
RIH,RIR,interneuron,unknown,0.0007910957732579642,0.0005211134071649273,0.00026998236609303684,0.20574642331902152,True
URX,RME,sensory,motor,7.40102665144561e-05,0.00034345237921858585,0.0002694421127041297,0.6454279225107955,False
AQR,AVJ,unknown,interneuron,0.00010919760189601406,0.00037785971805554523,0.0002686621161595312,0.5516025527056979,False
SMD,RIV,motor,motor,0.0004296352576273812,0.0006978060008618991,0.0002681707432345179,0.2378578195799508,False
RMF,RIM,motor,interneuron,0.0005124137181904097,0.00024430854363115744,0.00026810517455925223,0.35429794081130994,True
ADF,AUA,sensory,unknown,8.418319699420616e-05,0.00035124389861449455,0.0002670607016202884,0.6133303209207083,False
PVT,RIS,interneuron,interneuron,0.0004173556167459543,0.0001503216806812953,0.000267033936064659,0.4703973370700929,True
SAA,RIP,motor,interneuron,6.370040600301903e-06,0.0002733719931952569,0.000267001952594955,0.9544574103738176,False
SMB,RIP,motor,interneuron,5.6145958704295135e-05,0.0003227392415120147,0.0002665932828077196,0.7036252994125625,False
AIZ,OLL,interneuron,unknown,7.253202186365751e-05,0.00033898876048022597,0.00026645673861656845,0.6474926305049726,False
ASG,URB,sensory,sensory,8.844845198974494e-05,0.0003548396115283326,0.0002663911595385877,0.6009435429640659,False
ALA,AIA,interneuron,interneuron,7.629495187525478e-05,0.0003423104047356104,0.00026601545286035564,0.635480136867024,False
RIC,ASK,interneuron,sensory,0.00019290870804797893,0.00045814391686998775,0.0002652352088220088,0.40739436096428083,False
URA,AVB,sensory,interneuron,0.00036849304700916616,0.0001040468146563004,0.0002644462323528658,0.5596272353788352,True
LUA,RIV,interneuron,motor,8.458693453327602e-05,0.0003487244183337793,0.0002641374838005033,0.6095788192368494,False
IL1,SIB,sensory,motor,0.0007291239576395603,0.00046587092598469865,0.0002632530316548617,0.2202963487398505,True
RIH,AVK,interneuron,interneuron,0.0003294446709267506,0.0005922070497541793,0.00026276237882742867,0.2850993975504719,False
PVC,OLL,interneuron,unknown,0.00014434528221457396,0.0004064930739960719,0.00026214779178149796,0.4759068449666305,False
AIA,AIB,interneuron,interneuron,0.0007533789311053677,0.0004914080641871733,0.0002619708669181944,0.21045435633844506,True
AIY,AIZ,interneuron,interneuron,0.0004886727721917425,0.0002290447839777285,0.000259627988214014,0.3617411192023251,True
URY,RIP,sensory,interneuron,0.00041372789605150564,0.0006730553025893431,0.00025932740653783747,0.23861924163000764,False
PHA,CEP,sensory,sensory,0.00010112145809798253,0.0003603735906436164,0.0002592521325456339,0.5617656724075224,False
ASI,ADF,sensory,sensory,0.0001429040938282651,0.000402085039433909,0.0002591809456056439,0.47557076321352115,False
ASK,RMH,sensory,motor,0.00015189154633208133,0.00041089936083927165,0.00025900781450719033,0.46022024376151804,False
DVB,RIP,interneuron,interneuron,0.00045484179096124484,0.00019586408595863585,0.000258977705002609,0.39799496883136215,True
SIA,ASH,motor,sensory,0.0006326352399673812,0.0008910039505286567,0.00025836871056127543,0.1695734103031437,False
AIA,ADE,interneuron,sensory,0.0005123738780929552,0.0007703048258021983,0.0002579309477092431,0.20108771340570653,False
ASK,IL1,sensory,sensory,0.00022118966879628167,0.00047801026666695627,0.00025682059787067457,0.3673063284393633,False
DVB,AVA,interneuron,interneuron,0.00011308112495955641,0.0003698969861666479,0.0002568158612070915,0.531733844904205,False
RIC,AWB,interneuron,sensory,1.559530273138673e-05,0.0002701282070225298,0.000254532904291143,0.8908360933503643,False
RIR,AIB,unknown,interneuron,0.0002699924342381133,1.5915275028006492e-05,0.0002540771592101068,0.8886681334877939,True
URY,OLQ,sensory,sensory,0.0005244345252003829,0.0007783129470277758,0.0002538784218273929,0.1948792131641981,False
RID,IL1,interneuron,sensory,0.0003236365701584066,7.0855760739425e-05,0.0002527808094189816,0.640774802303998,True
RID,AVF,interneuron,interneuron,0.0007011483118296075,0.000448503987206518,0.0002526443246230895,0.21975714123234796,True
DVC,AIM,interneuron,interneuron,0.00030384838918808243,5.128297803552374e-05,0.0002525654111525587,0.7111884878214201,True
DVC,URX,interneuron,sensory,8.451155294193305e-05,0.0003370378317435459,0.00025252627880161286,0.5990430257316636,False
PVW,ADA,interneuron,interneuron,0.000547199722228532,0.000799690624661739,0.000252490902433207,0.187462093161447,False
ALN,AVF,sensory,interneuron,0.0001255288027935564,0.0003779352640729779,0.0002524064612794215,0.5013394753599875,False
AVF,RID,interneuron,interneuron,0.0005689704864939625,0.0003167819734498275,0.00025218851304413504,0.28471666292461967,True
AVK,ASK,interneuron,sensory,0.0004041300572524834,0.0006556120367765838,0.0002514819795241004,0.23730486616559365,False
AVB,AIY,interneuron,interneuron,0.0003299553282098675,7.883500005284899e-05,0.0002511203281570185,0.6143009004008078,True
CEP,AIZ,sensory,interneuron,0.00046814596330429386,0.0007190043820132943,0.0002508584187090005,0.21131139671340515,False
PVW,AVB,interneuron,interneuron,0.00025088146290149404,4.801239976570817e-07,0.00025040133890383694,0.9961794177658447,True
ADE,AVF,sensory,interneuron,0.00016161552951610364,0.000411771297283007,0.00025015576776690334,0.4362774177000844,False
AVB,URX,interneuron,sensory,0.00029198867180528964,4.2324743311153524e-05,0.00024966392849413613,0.7467957985700245,True
AFD,AIZ,sensory,interneuron,0.0002541893582650441,0.0005033966983944091,0.000249207340129365,0.3289491735543784,False
CEP,RMD,sensory,motor,7.308290179169685e-05,0.000322190154742951,0.00024910725295125417,0.6302154569138281,False
AVD,AVH,interneuron,interneuron,0.001015884759116378,0.000767058901628234,0.0002488258574881439,0.1395590051501269,True
AVD,OLQ,interneuron,sensory,0.00024767114271053586,1.298015333304233e-07,0.00024754134117720546,0.9989519694420448,True
SIB,URX,motor,sensory,0.0002740236769749386,2.6945027346632903e-05,0.0002470786496283057,0.8209443838714707,True
RMD,OLQ,motor,sensory,0.000877132673330573,0.0011239595508325659,0.00024682687750199285,0.12334607180366672,False
AIZ,RMG,interneuron,interneuron,0.00010950773624283579,0.00035605548357201075,0.00024654774732917495,0.5295686683977303,False
ADA,AIY,interneuron,interneuron,2.3270588297266302e-05,0.0002695780579492086,0.0002463074696519423,0.8410740111027782,False
AVJ,RMG,interneuron,interneuron,3.3784625416469996e-05,0.00027979938992590895,0.00024601476450943896,0.7845255944831068,False
AVE,AVF,interneuron,interneuron,0.0004989480868042889,0.00025298025502163416,0.0002459678317826548,0.32711601011575797,True
AFD,AVB,sensory,interneuron,0.0008103903479399762,0.00056519413319775,0.0002451962147422262,0.17824873737638725,True
SMD,AIA,motor,interneuron,0.00056449555608116,0.0008092259935879499,0.0002447304375067899,0.17815140175285032,False
ADF,AFD,sensory,sensory,0.0003987138319359159,0.0006431580770972291,0.0002444442451613132,0.23462022498152815,False
PHB,ADA,sensory,interneuron,0.0008708268487853978,0.0011149723443684828,0.00024414549558308507,0.12294570575424517,False
AIA,URB,interneuron,sensory,2.400620517024493e-05,0.00026784514285202877,0.00024383893768178386,0.8354899019146701,False
AVD,AFD,interneuron,sensory,0.0003385607074266457,9.472512807070786e-05,0.00024383557935593784,0.5627590451927493,True
CEP,AVE,sensory,interneuron,7.328656695042594e-05,0.00031683534812363984,0.0002435487811732139,0.6242887398368828,False
DVC,RIM,interneuron,interneuron,0.0011425348015911391,0.00138601835176835,0.00024348355017721093,0.09629362160109285,False
AIB,RMH,interneuron,motor,0.00025902544883159783,1.563851571978796e-05,0.00024338693311180988,0.8861258698306186,True
PHC,ADF,sensory,sensory,0.00011646023614152294,0.0003598380203132614,0.00024337778417173847,0.5109775855269882,False
LUA,SMD,interneuron,motor,0.000737140403706925,0.000979355463229712,0.00024221505952278703,0.14111018271429948,False
PVW,SIB,interneuron,motor,0.00011929506805933424,0.0003612021393545136,0.00024190707129517934,0.5034514607317603,False
SAA,ADL,motor,unknown,0.0007569205530875505,0.0005153669129817249,0.00024155364010582559,0.18985773857093022,True
AWA,AIY,sensory,interneuron,4.219292632355725e-05,0.0002836978953792357,0.00024150496905567847,0.7410607444779543,False
AVH,AVF,interneuron,interneuron,0.0002904110692209098,0.0005313680554788441,0.00024095698625793433,0.29321377203952875,False
DVA,AWB,sensory,sensory,0.00042223697262719107,0.0006629683221699027,0.00024073134954271167,0.22183021822124502,False
PHB,RIH,sensory,interneuron,9.8264596409442e-05,0.0003389768351040183,0.00024071223869457628,0.5505246444942664,False
OLQ,RIV,sensory,motor,1.8770475435401783e-05,0.00025920992896407796,0.00024043945352867618,0.8649507779263033,False
AUA,BAG,unknown,sensory,0.00042257028298917435,0.0006626741985108905,0.00024010391552171614,0.22124405835764294,False
ASI,URA,sensory,sensory,4.7373006075262033e-05,0.0002873584254414247,0.00023998541936616266,0.7169489479487507,False
ASH,RIS,sensory,interneuron,1.5029218189600066e-05,0.0002549006477342062,0.0002398714295446061,0.8886432031496465,False
AWB,ASE,sensory,sensory,0.000972770100646373,0.0007332307251947157,0.00023953937545165738,0.14040987424057827,True
PLN,AIA,sensory,interneuron,0.00023663980042982162,0.00047588036730103554,0.00023924056687121392,0.33576668300695006,False
SMB,AVE,motor,interneuron,0.0005356273056044508,0.00029640099153774004,0.00023922631406671078,0.28752181402509003,True
RID,AWB,interneuron,sensory,0.0003235610582790663,8.472116694979304e-05,0.00023883989132927327,0.5849870948868373,True
AUA,AVJ,unknown,interneuron,0.0005673696285991531,0.00032870711331974413,0.00023866251527940893,0.2663415726360329,True
PHA,SMB,sensory,motor,2.353591824482261e-05,0.0002621784422559491,0.0002386425240111265,0.8352483230735251,False
RIS,RIP,interneuron,interneuron,0.0003062112412736257,0.0005439052461393201,0.00023769400486569437,0.27960165509655444,False
AVK,AFD,interneuron,sensory,7.706215770809032e-05,0.00031451503383853876,0.00023745287613044844,0.6064010382026266,False
SIB,ASJ,motor,sensory,0.0011803488435790498,0.0009429881524488341,0.0002373606911302157,0.1117866266144199,True
AIM,ASK,interneuron,sensory,0.00014548910633680842,0.00038238256653043374,0.00023689346019362532,0.4487708424091151,False
RME,URX,motor,sensory,8.234792127984937e-05,0.0003186277222780439,0.00023627980099819452,0.5892620807973643,False
PVR,RIS,unknown,interneuron,0.000129226626463503,0.0003648734920225959,0.00023564686555909288,0.4769211927918275,False
AUA,RID,unknown,interneuron,0.00038772404491879274,0.00015254516077282856,0.00023517888414596418,0.43529936212996934,True
ADF,ALA,sensory,interneuron,9.45371073021751e-05,0.0003296402468367053,0.00023510313953453019,0.5542565670111143,False
SIB,AVK,motor,interneuron,0.0002755254879999775,0.000510537816948192,0.00023501232894821447,0.298973756402908,False
AVA,RIR,interneuron,unknown,0.0009102363588254144,0.0006754473683628978,0.00023478899046251657,0.14806797322189852,True
PLN,AVJ,sensory,interneuron,0.00012019398305885091,0.00035445218310777184,0.00023425820004892094,0.49354270063231787,False
AQR,ASG,unknown,sensory,0.0003911053181283271,0.0006253187033471621,0.000234213385218835,0.2304287947031794,False
RIH,RMD,interneuron,motor,0.00109149093886438,0.0013252576608063248,0.00023376672194194486,0.09672777396085776,False
ALA,AWA,interneuron,sensory,9.534756212328637e-05,0.00032883744655092716,0.0002334898844276408,0.5504433787348434,False
AIZ,ASG,interneuron,sensory,0.0008191815877452968,0.0010526457954928648,0.00023346420774756802,0.12472528042150946,False
RME,AVH,motor,interneuron,0.001209946641683496,0.0009765851325797717,0.0002333615091037243,0.10672678127884754,True
RMH,AVF,motor,interneuron,0.0006601704364527122,0.0008934882351903792,0.00023331779873766707,0.15017312874365515,False
ADL,OLL,unknown,unknown,1.5046648611608444e-05,0.0002480763722816191,0.00023302972367001068,0.8856299776277418,False
RME,ADF,motor,sensory,0.00026730790134752255,3.44816279616443e-05,0.00023282627338587825,0.7714853353935519,True
PLN,ASG,sensory,sensory,0.0008189646971189052,0.0010515743185016983,0.00023260962138279314,0.12435432086947748,False
RMH,ASK,motor,sensory,3.055816438612477e-05,0.0002630037615300435,0.00023244559714391872,0.7918108495759517,False
ASG,URY,sensory,sensory,4.0565797778463464e-05,0.0002729146420280104,0.00023234884424954696,0.7411906474098415,False
PHC,SMD,sensory,motor,8.193423153700416e-05,0.0003141885306597811,0.00023225429912277694,0.5863188452056525,False
ALN,ASG,sensory,sensory,0.0010060436156994143,0.0012382456356002317,0.00023220201990081747,0.1034634949216114,False
RME,ADL,motor,unknown,0.002258805258110945,0.0020268271544511456,0.00023197810365979937,0.05412925699527964,True
ADL,IL2,unknown,sensory,0.00026826428233237806,0.000500213842699466,0.00023194956036708792,0.30182971073445375,False
AVA,AIM,interneuron,interneuron,0.00016241491789146481,0.0003941825327519835,0.0002317676148605187,0.4164007092603737,False
AIZ,AFD,interneuron,sensory,1.7138149064632187e-05,0.0002488489845254501,0.00023171083546081795,0.8711351756750539,False
PVP,SIB,interneuron,motor,0.00043318301626189446,0.00020178801341599152,0.00023139500284590295,0.36441814758300445,True
AQR,RMD,unknown,motor,6.922498974568844e-05,0.0003001242646824551,0.00023089927493676667,0.6251514241693031,False
RIH,AVE,interneuron,interneuron,0.007357165709698033,0.007587783670457106,0.00023061796075907366,0.015431163622553758,False
OLL,ASI,unknown,sensory,1.3439385476166073e-05,0.00024403839535200764,0.00023059900987584158,0.895607067815392,False
ALA,AQR,interneuron,unknown,2.035931313555762e-05,0.00025073039807746157,0.00023037108494190395,0.8497961760756882,False
AIM,RIB,interneuron,interneuron,0.0012069602397387785,0.0009768091120082882,0.0002301511277304903,0.10539167838727848,True
RIC,ASH,interneuron,sensory,0.0014675150228739664,0.001697580909248172,0.0002300658863742056,0.07268843789866011,False
ALA,SMB,interneuron,motor,4.772909700784632e-05,0.000277614885247299,0.00022988578823945267,0.7065928067478076,False
DVC,ADE,interneuron,sensory,0.000388891892038533,0.00015916130009663767,0.0002297305919418953,0.41917564448319206,True
BAG,ADE,sensory,sensory,0.0003840221645329956,0.0006133265654269486,0.00022930440089395302,0.22991394184837255,False
AVF,AIY,interneuron,interneuron,0.0007997624575550084,0.0005705389217957419,0.00022922353575926646,0.16727963825002412,True
ADA,AIB,interneuron,interneuron,0.00010733833187703739,0.00033645648214081035,0.00022911815026377297,0.5162703380024736,False
RIR,AVE,unknown,interneuron,0.0005636420835155244,0.00033453557761989723,0.00022910650589562717,0.2550792457898364,True
BAG,SAB,sensory,motor,0.0005774547573531741,0.00034835769835198246,0.00022909705900119167,0.24745512208645415,True
AIM,SIB,interneuron,motor,0.00026739598100690394,3.9313855480684184e-05,0.00022808212552621974,0.7436411357851451,True
RIS,ASI,interneuron,sensory,0.00015973411474037383,0.00038752569047984013,0.0002277915757394663,0.4162402061006175,False
RIM,AIY,interneuron,interneuron,0.0003424501805440636,0.00011479019685522795,0.00022765998368883564,0.49789989063026113,True
ASH,ADE,sensory,sensory,0.0002573322509526179,0.0004849102700779831,0.00022757801912536523,0.3066086649798876,False
URX,AVE,sensory,interneuron,0.00022863491211508265,1.457336946839618e-06,0.00022717757516824304,0.9873321563904117,True
AWA,SAB,sensory,motor,0.0005051767365980856,0.00027832846297209024,0.00022684827362599532,0.2895299798871077,True
URY,AIA,sensory,interneuron,0.0003306426376792583,0.00010406328748363893,0.00022657935019561938,0.5212243150085472,True
PLN,SMB,sensory,motor,8.074941400105418e-05,0.0003070856932578372,0.00022633627925678306,0.5835887898276779,False
ASH,CEP,sensory,sensory,0.0002426129204355282,0.0004685099576699166,0.0002258970372343884,0.3176624074730609,False
AQR,AVH,unknown,interneuron,0.0004194089211099416,0.00019410294243082268,0.00022530597867911892,0.3672397476632885,True
AIY,BAG,interneuron,sensory,0.0003918366314378024,0.0006168355372997311,0.00022499890586192872,0.22306443116904573,False
AIA,ADF,interneuron,sensory,7.223966024721698e-05,0.00029722505998733165,0.00022498539974011468,0.6089494517970248,False
ASJ,ASI,sensory,sensory,0.00033805157343055333,0.00056247873137531,0.00022442715794475664,0.24921663582601492,False
AFD,AVK,sensory,interneuron,5.2121340586874734e-05,0.0002759711825345608,0.00022384984194768605,0.6822763639669932,False
ASH,URY,sensory,sensory,9.030866207670883e-06,0.00023279227526630707,0.0002237614090586362,0.9253097745888691,False
OLQ,AVE,sensory,interneuron,0.0020258525406952124,0.001802507962090551,0.00022334457860466147,0.05833948307851185,True
AWC,RIS,sensory,interneuron,0.0008890187834440911,0.0006663618611802294,0.00022265692226386164,0.14315268016105032,True
AIZ,AVJ,interneuron,interneuron,0.0009006736586850955,0.0006788884861058513,0.00022178517257924414,0.1404092642190224,True
ASH,AQR,sensory,unknown,0.00038302800101558306,0.000604220009126488,0.00022119200811090495,0.22404905700865213,False
AWB,AIZ,sensory,interneuron,0.00016502880907355455,0.000385961744123676,0.00022093293505012147,0.40097401610737876,False
AVB,ADF,interneuron,sensory,0.0004050152357186409,0.00018423424310784052,0.00022078099261080037,0.3746816298969551,True
AVK,ALA,interneuron,interneuron,0.00033987769742798037,0.0005604723637582572,0.00022059466633027688,0.24500985931921973,False
ASK,ASJ,sensory,sensory,0.002356145902830197,0.002135905470711189,0.00022024043211900813,0.04902891995255296,True
AVE,RMF,interneuron,motor,0.00022809266904989087,7.873118403107657e-06,0.0002202195506467832,0.9332685882006915,True
DVB,SIB,interneuron,motor,0.0004333130089233322,0.00021337058157494022,0.00021994242734839196,0.3401082021705626,True
DVC,OLQ,interneuron,sensory,0.00042831352752943863,0.0006480660222406879,0.00021975249471124927,0.204158908762517,False
AVE,OLL,interneuron,unknown,0.0004662477686262636,0.000247165650724184,0.0002190821179020796,0.3070899442746061,True
OLQ,AUA,sensory,unknown,0.00023805676105621458,1.941940047814231e-05,0.00021863736057807227,0.8491554105810176,True
RIC,AWC,interneuron,sensory,0.0002711194638808901,0.0004896309076120822,0.0002185114437311921,0.2872314272804373,False
PVT,ASE,interneuron,sensory,0.0005676971557509542,0.0007862050945637013,0.0002185079388127471,0.161391210202098,False
IL1,AIA,sensory,interneuron,4.124930724017011e-05,0.000259392539319021,0.00021814323207885086,0.7255914704367521,False
AVF,AVH,interneuron,interneuron,0.0010915865697695836,0.0013094138647447506,0.000217827294975167,0.09072355122121133,False
AIA,AIN,interneuron,interneuron,0.00015013949510146794,0.0003675548346306621,0.00021741533952919414,0.4199684737610391,False
RIA,AVA,interneuron,interneuron,0.00046811762357991686,0.000685100575169329,0.0002169829515894121,0.1881542738480189,False
ASK,ADF,sensory,sensory,0.0001837842952420285,0.0003998224093764002,0.0002160381141343717,0.37017751065397675,False
ASH,SMB,sensory,motor,0.0011938966576202146,0.0014097605357404092,0.00021586387812019456,0.08290794593845034,False
ALA,RMF,interneuron,motor,5.101005464096465e-05,0.00026682400047401404,0.0002158139458330494,0.6790143298317868,False
DVB,AVB,interneuron,interneuron,0.0003408925811565516,0.0001251984936603318,0.00021569408749621982,0.4627723053991767,True
AUA,RIP,unknown,interneuron,8.905653603772797e-05,0.00030435816632680824,0.00021530163028908028,0.5472636743586045,False
RIS,ADA,interneuron,interneuron,2.6675175864101095e-05,0.00024183284451258965,0.00021515766864848855,0.8013078649042097,False
ADE,BAG,sensory,sensory,0.0002832155781109399,0.0004981486450593741,0.0002149330669484342,0.2750740730986578,False
AVK,URB,interneuron,sensory,3.9234599472449285e-05,0.0002541601745580162,0.00021492557508556687,0.7325471373547224,False
ASG,ASJ,sensory,sensory,0.0002570295384701775,0.0004715685563273365,0.00021453901785715898,0.29445450097056836,False
PHC,OLL,sensory,unknown,8.272418797873955e-05,0.00029719786980147826,0.0002144736818227387,0.5645200666258854,False
OLL,RME,unknown,motor,0.0004105202407462158,0.00019622240506956938,0.00021429783567664644,0.35319389832756237,True
ADL,ADE,unknown,sensory,0.00037271456581719833,0.0005868317506795632,0.0002141171848623649,0.22314416601553483,False
RIP,SMB,interneuron,motor,3.8229791296517334e-05,0.0002519150351243146,0.00021368524382779728,0.7364776164235386,False
PVC,RIV,interneuron,motor,1.441398772134147e-05,0.000227875060091265,0.00021346107236992353,0.8810178841976883,False
AWB,CEP,sensory,sensory,1.2524860294841403e-05,0.00022571445449502654,0.00021318959420018514,0.8948544235983066,False
ALA,AUA,interneuron,unknown,4.751982636303493e-05,0.00026015063375010714,0.0002126308073870722,0.6910989706291036,False
URY,ADL,sensory,unknown,0.00012153570745086949,0.0003337680363660233,0.0002122323289151538,0.4661334003595766,False
RMH,ASH,motor,sensory,0.001721311454283805,0.0019335425467233312,0.0002122310924395263,0.05806828031276095,False
CEP,ADA,sensory,interneuron,6.571686139810335e-05,0.0002774864163409429,0.00021176955494283956,0.617038084933587,False
PLN,ADF,sensory,sensory,0.00022776679765297388,0.0004394917908964138,0.00021172499324343994,0.31730571197765517,False
PHA,AIB,sensory,interneuron,0.00024217482953690667,0.0004538628902790751,0.00021168806074216843,0.30413298633418284,False
ASH,SIA,sensory,motor,0.0006692202203249899,0.0008802697198255406,0.00021104949950055067,0.1362057799868449,False
AIM,ASH,interneuron,sensory,0.00015403965473020537,0.00036465570831809767,0.0002106160535878923,0.40604953887610706,False
AIB,AQR,interneuron,unknown,4.522285763132374e-05,0.00025579360058564327,0.00021057074295431952,0.6995320928576433,False
AVF,SMB,interneuron,motor,0.0005014214004746157,0.0007119446517544151,0.0002105232512797995,0.17350348111578265,False
AIZ,ASI,interneuron,sensory,0.00014654540035528588,0.00035695046843418475,0.00021040506807889887,0.4178882873377614,False
RMD,SIB,motor,motor,0.0012421660056819133,0.0014525188529187448,0.0002103528472368315,0.07806212988477403,False
BAG,URB,sensory,sensory,7.766798370354168e-05,0.000287661620567611,0.00020999363686406933,0.5748058107758168,False
ASH,OLL,sensory,unknown,0.00032693780593802906,0.0005366863182901892,0.00020974851235216015,0.2428701123334085,False
SAB,ADL,motor,unknown,0.00035909647265295187,0.00014977913121347246,0.0002093173414394794,0.41133294407473514,True
AIA,AVH,interneuron,interneuron,0.0012484654088920982,0.0014575042616162236,0.0002090388527241254,0.07725099334160598,False
PHA,RMD,sensory,motor,0.0003691747780451021,0.0005780719260725326,0.00020889714802743047,0.2205308554427051,False
PHC,RIP,sensory,interneuron,0.00027648931983098834,0.00048476005905147984,0.0002082707392204915,0.2735906493180629,False
DVC,AVF,interneuron,interneuron,0.0004998641197676537,0.00029169618182477223,0.0002081679379428815,0.2629842745090564,True
AVF,ALA,interneuron,interneuron,0.00023257598677641362,0.00044056713176292685,0.00020799114498651323,0.3089849815880714,False
AWC,SAA,sensory,motor,0.00010389294196275152,0.00031169926945994483,0.00020780632749719331,0.500024475394673,False
AFD,SAA,sensory,motor,0.00026482774797092205,5.711103896465409e-05,0.00020771670900626796,0.6452054021291147,True
PLN,RIP,sensory,interneuron,0.00043116160722378195,0.0006381129065485524,0.00020695129932477046,0.19354363851832143,False
