source,target,source_type,target_type,mu_forward,mu_backward,abs_diff,rel_diff,forward_dominant
SIB,RIB,motor,interneuron,0.12223402448759972,0.028038333710213963,0.09419569077738577,0.6268331171771876,True
RIB,RIM,interneuron,interneuron,0.08717718049082625,0.033589791387569776,0.05358738910325647,0.4437255337729484,True
RIB,BAG,interneuron,sensory,0.046304254998902845,0.0020652495529968804,0.04423900544590596,0.9146053027476778,True
RIB,SIB,interneuron,motor,0.05085073493362886,0.011812190868158084,0.039038544065470776,0.6229926787436768,True
AVB,RIB,interneuron,interneuron,0.050322474511734654,0.013848996721198947,0.03647347779053571,0.5683752769405035,True
BAG,RIB,sensory,interneuron,0.038102314793790004,0.0019610045513058765,0.036141310242484126,0.9021047367783238,True
AVA,AVB,interneuron,interneuron,0.0629507876691207,0.03242294522198612,0.03052784244713458,0.3200864796807436,True
SIB,AVA,motor,interneuron,0.05139333018172697,0.021642450854525958,0.02975087932720101,0.4073466301633557,True
RID,RIB,interneuron,interneuron,0.040424869692488215,0.012947994478482975,0.027476875214005242,0.5148098306005578,True
AVA,SIB,interneuron,motor,0.04872124451218179,0.023591094342690293,0.025130150169491494,0.34752229747643004,True
RIB,AVE,interneuron,interneuron,0.058774405283206585,0.03549231105362199,0.023282094229584598,0.24698106722733626,True
AVB,SIB,interneuron,motor,0.027317959188314016,0.006078023954598063,0.021239935233715954,0.6360026916777151,True
RIB,RID,interneuron,interneuron,0.028371405171372387,0.008842487623658864,0.019528917547713524,0.5247749167978338,True
AVA,RIB,interneuron,interneuron,0.04390771650074571,0.02626117326375151,0.0176465432369942,0.2514867097238014,True
AIB,RIB,interneuron,interneuron,0.03213357371363678,0.015634257689135896,0.016499316024500884,0.34540642741011146,True
RIB,ADL,interneuron,unknown,0.027300339404789875,0.011889617300663796,0.01541072210412608,0.3932314133600046,True
RIM,AVA,interneuron,interneuron,0.060949090745047785,0.045618655397273535,0.01533043534777425,0.14385624063884037,True
RIB,AVJ,interneuron,interneuron,0.023282728216411867,0.008863373784208827,0.01441935443220304,0.4485568541737638,True
RIB,AVH,interneuron,interneuron,0.02172164808542153,0.007309890296802825,0.014411757788618706,0.4964172945034533,True
LUA,RIB,interneuron,interneuron,0.01707121312142585,0.0034691230213883656,0.013602090100037484,0.6622136044533354,True
RIB,AVD,interneuron,interneuron,0.015501571646233675,0.0023764898427104052,0.013125081803523269,0.7341445680912024,True
PVT,RIB,interneuron,interneuron,0.016476026456160687,0.004186546903024399,0.012289479553136287,0.5947700356594872,True
BAG,AWA,sensory,sensory,0.013823983833884505,0.0015432421104295817,0.012280741723454922,0.7991514986531241,True
ASG,RIB,sensory,interneuron,0.017137709059453037,0.005112109261115491,0.012025599798337547,0.5404808062262949,True
BAG,AVA,sensory,interneuron,0.012587275709000083,0.0007746097968822629,0.01181266591211782,0.8840568060931081,True
RID,RIM,interneuron,interneuron,0.019194397236283064,0.007558190582333311,0.011636206653949753,0.43495629990444556,True
RIR,RIB,unknown,interneuron,0.018152545447436847,0.006925754586183909,0.011226790861252937,0.44766953108603835,True
SIB,RME,motor,motor,0.01721674704413973,0.006035100475348476,0.011181646568791255,0.48089281986432403,True
AVH,RIB,interneuron,interneuron,0.01782544354503083,0.006691074618626335,0.011134368926404493,0.45415783785701236,True
ADL,RIB,unknown,interneuron,0.02048149521799462,0.009899845164138993,0.010581650053855628,0.3482943769409513,True
RIB,RME,interneuron,motor,0.020824934782264326,0.010532884739034451,0.010292050043229875,0.3282131910803944,True
RIM,AVB,interneuron,interneuron,0.017354756693992352,0.007088729966339554,0.010266026727652798,0.41999027504999864,True
AVA,BAG,interneuron,sensory,0.010293829739587063,0.0001604880548403212,0.01013334168474674,0.969297259474792,True
AWA,SIB,sensory,motor,0.01126530162397162,0.0011949997608026782,0.010070301863168941,0.8081908672494172,True
RME,SIB,motor,motor,0.01640109462525052,0.0064471645586531645,0.009953930066597356,0.435653760004806,True
AIA,RIB,interneuron,interneuron,0.014931701254525965,0.005034589454802468,0.009897111799723496,0.49569105720424916,True
SIB,AWA,motor,sensory,0.010660361429274083,0.0011676035515815707,0.009492757877692513,0.8025689806150318,True
ASE,RIB,sensory,interneuron,0.014772576080087472,0.005296407894334363,0.00947616818575311,0.4721797650849004,True
RIB,AIA,interneuron,interneuron,0.013631679047386764,0.004452844836344925,0.009178834211041839,0.50755188354965,True
AVA,RIM,interneuron,interneuron,0.03596272919574345,0.026895061099174538,0.00906766809656891,0.14425686998539525,True
RIM,SIB,interneuron,motor,0.015140968789245745,0.006264895487602439,0.008876073301643306,0.4146561496130634,True
ASH,AWC,sensory,sensory,0.0024188235017819333,0.01125515007860527,0.008836326576823338,0.6462149762287038,False
OLQ,RIB,sensory,interneuron,0.01680431403493097,0.008215521941674419,0.00858879209325655,0.34327931114174787,True
AVJ,AVA,interneuron,interneuron,0.017188020573011963,0.00864581176660697,0.008542208806404992,0.3306597589177131,True
SIB,RIM,motor,interneuron,0.013167787937991766,0.004663682445521266,0.0085041054924705,0.47691554660808205,True
AVA,ASK,interneuron,sensory,0.008694641363122035,0.00045894044640604784,0.008235700916715988,0.8997243918408967,True
AVJ,RIB,interneuron,interneuron,0.013506153629539957,0.005364861182749621,0.008141292446790335,0.43141783760068947,True
AWA,AVB,sensory,interneuron,0.009817852689527916,0.001906577310641245,0.007911275378886671,0.6747684374673808,True
AWC,AWA,sensory,sensory,0.010417547811600907,0.0027217758753537748,0.0076957719362471325,0.58570532707991,True
RIB,OLL,interneuron,unknown,0.008622836226388443,0.0010534142233975267,0.007569422002990916,0.7822680865945896,True
AWC,ASH,sensory,sensory,0.005627487874639932,0.013094489782427877,0.007467001907787945,0.39883617023148343,False
RIH,RID,interneuron,interneuron,0.01687332318188659,0.009529200693366874,0.0073441224885197175,0.27815986439035945,True
RIB,RIC,interneuron,interneuron,0.010224313155061138,0.0029949890665979012,0.007229324088463237,0.5468763715781294,True
PVT,RID,interneuron,interneuron,0.0084527752080839,0.001754113950845203,0.006698661257238697,0.6562882272263935,True
AWA,AVA,sensory,interneuron,0.010001625068317784,0.003364824553494927,0.006636800514822856,0.49652680053045506,True
RIB,OLQ,interneuron,sensory,0.012891551842173592,0.006270694438521851,0.006620857403651741,0.3455157225366734,True
AVJ,SIB,interneuron,motor,0.00855250855749553,0.0019528150012246793,0.00659969355627085,0.6282237245296681,True
SMB,RIB,motor,interneuron,0.009475223901811106,0.003028898936882445,0.006446324964928661,0.5155359553432368,True
RIB,AUA,interneuron,unknown,0.008499025609988376,0.0021702403759766564,0.00632878523401172,0.5931790605857107,True
SIB,RIH,motor,interneuron,0.011413227619931224,0.005163390360972835,0.006249837258958389,0.3770272819495117,True
RIH,SIB,interneuron,motor,0.011577726220382736,0.005447432190163965,0.006130294030218772,0.36007265520736226,True
RIB,SMD,interneuron,motor,0.002346425000107852,0.008471921452214412,0.00612549645210656,0.5662137390848939,False
AVA,RME,interneuron,motor,0.02216684715866646,0.016170838372415973,0.0059960087862504854,0.15639986315160342,True
AVH,SIB,interneuron,motor,0.006849742802047814,0.0009238135800559929,0.0059259292219918215,0.7623189251450644,True
SIB,RID,motor,interneuron,0.007580956319734162,0.0018835704264738061,0.0056973858932603556,0.6019726063266496,True
PVR,RIB,unknown,interneuron,0.006782250878116179,0.0011834132000887814,0.005598837678027397,0.7028714182235434,True
RIH,RIM,interneuron,interneuron,0.02166450267946705,0.016152591877257524,0.005511910802209526,0.1457518313408935,True
SIB,AVH,motor,interneuron,0.006177001871995463,0.0007994984759796678,0.005377503396015795,0.7708024153537565,True
RIB,SMB,interneuron,motor,0.007917506076939137,0.002571023819643615,0.005346482257295521,0.5097456229841025,True
AVA,AIB,interneuron,interneuron,0.0244203338387539,0.01913301999981937,0.005287313838934528,0.12139854593957662,True
RIB,AIB,interneuron,interneuron,0.009522107789298549,0.004252551322173493,0.0052695564671250555,0.3825543983502964,True
AVH,RIH,interneuron,interneuron,0.009329225660596071,0.0041486862253445585,0.005180539435251512,0.38437255271109866,True
AVB,AVE,interneuron,interneuron,0.010653362948002133,0.005481070062341019,0.005172292885661114,0.3205748135238392,True
AVH,RIM,interneuron,interneuron,0.006377823523335031,0.0013496017187620152,0.005028221804573016,0.650698205672793,True
ASK,RIB,sensory,interneuron,0.00319217232838773,0.008183182225327924,0.004991009896940193,0.43875642112924595,False
RMH,RIH,motor,interneuron,0.007577329351636499,0.002654469579292263,0.004922859772344236,0.48113335274308827,True
BAG,AVB,sensory,interneuron,0.005169270035483908,0.0002495799409286052,0.004919690094555302,0.9078845188889828,True
ASK,ASH,sensory,sensory,0.0022284795707964993,0.007086448499822,0.004857968929025501,0.521525108948096,False
AIA,SIB,interneuron,motor,0.005095388869207264,0.00024285876778694617,0.004852530101420317,0.9090117844835385,True
AVE,RIB,interneuron,interneuron,0.019359792487900675,0.014511956138969538,0.004847836348931137,0.14312329688149178,True
PVT,ADL,interneuron,unknown,0.007241296230563158,0.002417858354013256,0.004823437876549902,0.4993643889202739,True
ASJ,AVA,sensory,interneuron,0.0015684826020639355,0.006389385782267092,0.004820903180203157,0.6058033240553639,False
RMH,RIB,motor,interneuron,0.006592155964191199,0.0018004934992997181,0.004791662464891481,0.5709356060493478,True
RIM,AVH,interneuron,interneuron,0.005647283300533513,0.0008749489855983442,0.0047723343149351696,0.7317025877646626,True
RME,RIM,motor,interneuron,0.011806947019405418,0.00710722263427248,0.004699724385132938,0.24847637756973537,True
AVB,AVH,interneuron,interneuron,0.006127946755311239,0.0015319977236117077,0.004595949031699532,0.5999976872346722,True
PVC,RIB,interneuron,interneuron,0.006783340870997979,0.0021881406398089765,0.004595200231189003,0.512200819277573,True
BAG,SIB,sensory,motor,0.004676151425614627,0.00011480456166530104,0.004561346863949326,0.9520744462801032,True
AVA,ADA,interneuron,interneuron,0.001409670776442478,0.005952841083487689,0.004543170307045211,0.6170679697053155,False
RIM,OLL,interneuron,unknown,0.004738188454967931,0.00020275718786759572,0.004535431267100335,0.9179277618413042,True
RIB,ADF,interneuron,sensory,0.007721632367310893,0.003196570444985133,0.0045250619223257595,0.4144511655145791,True
RIB,ASK,interneuron,sensory,0.0004229068947083297,0.004932753826847826,0.004509846932139496,0.8420710501284326,False
RIM,AVJ,interneuron,interneuron,0.005815730385909099,0.0013563864806935557,0.004459343905215543,0.6217611795765067,True
AVJ,RIM,interneuron,interneuron,0.005826455556431948,0.0013709705965114364,0.004455484959920511,0.6190386401108928,True
RIB,AWC,interneuron,sensory,0.022144327057614117,0.017763447281307954,0.004380879776306162,0.10977509615353263,True
SIB,AIB,motor,interneuron,0.008145452513827364,0.0039315303563644145,0.004213922157462949,0.3489217603323352,True
AVB,RID,interneuron,interneuron,0.005690913707295674,0.001532709390470667,0.004158204316825007,0.5756397036477193,True
OLL,RIB,unknown,interneuron,0.004180215685276286,4.41475023300764e-05,0.00413606818294621,0.9790986005111831,True
SIB,RMH,motor,motor,0.004417077537160063,0.00039874254325070695,0.004018334993909356,0.8344030390201589,True
ASH,ALA,sensory,interneuron,0.0008161946086793493,0.004742430666338706,0.003926236057659357,0.7063321941616914,False
PVT,AVB,interneuron,interneuron,0.004899779589109567,0.0009736243317469027,0.003926155257362664,0.6684633380269566,True
AUA,RIB,unknown,interneuron,0.005076892187312771,0.001183628485337152,0.003893263701975619,0.6218753748065111,True
RIB,AIZ,interneuron,interneuron,0.003957899941782102,9.319553821343811e-05,0.003864704403568664,0.9539899336497311,True
RID,AVE,interneuron,interneuron,0.008241543823278193,0.004380512016832129,0.0038610318064460636,0.30589563417925375,True
PHC,AVA,sensory,interneuron,0.00019275154917993515,0.0040510967856694355,0.0038583452364895003,0.9091618835408404,False
ASK,AVH,sensory,interneuron,0.001884451550154365,0.0056966315600864076,0.0038121800099320423,0.5028542629346722,False
RIB,ASG,interneuron,sensory,0.006617224500113789,0.0028080805963964016,0.003809143903717387,0.4041401126329319,True
SIB,AWC,motor,sensory,0.0039058981210554687,0.00012242212818474322,0.0037834759928707254,0.9392192439671123,True
URY,RIB,sensory,interneuron,0.017452792908995724,0.013687974365688554,0.0037648185433071697,0.12089678131592091,True
AVK,RIB,interneuron,interneuron,0.004169064676416502,0.00041104428037043146,0.0037580203960460704,0.820508933183006,True
RMH,SIB,motor,motor,0.004188807605651291,0.0004399619021437688,0.0037488457035075224,0.8099011230099452,True
RIB,AVF,interneuron,interneuron,0.008278795838735163,0.0045752818787185,0.003703513960016663,0.2881197712206096,True
AWC,AVA,sensory,interneuron,0.00603296937740668,0.002331838831382933,0.0037011305460237466,0.442464478490757,True
RIH,RMH,interneuron,motor,0.0056939266981750145,0.001995780805654703,0.0036981458925203115,0.4809215230340511,True
BAG,ADL,sensory,unknown,0.0020535981452919827,0.005738940425326831,0.003685342280034848,0.47293217728006365,False
AVF,RIB,interneuron,interneuron,0.006289840315362975,0.0027637464722638626,0.0035260938430991123,0.389469266365365,True
AVA,OLQ,interneuron,sensory,0.018317006655620003,0.014804887473458506,0.003512119182161497,0.10603618132075679,True
RID,OLQ,interneuron,sensory,0.0065375840484879055,0.0030290419849841005,0.003508542063503805,0.36674811104282734,True
AWC,BAG,sensory,sensory,0.0050571862063801,0.0016313034715835048,0.003425882734796595,0.5122057218482658,True
AVE,RIM,interneuron,interneuron,0.02035548870110984,0.01698455606072723,0.003370932640382608,0.090276609277131,True
AIA,AVA,interneuron,interneuron,0.004789086666183642,0.0014550084966142175,0.0033340781695694243,0.5339569672220997,True
PHB,RIB,sensory,interneuron,0.009949728031117464,0.006664004893995141,0.003285723137122323,0.19777151421391959,True
RIB,ADA,interneuron,interneuron,0.00016907493129237936,0.0034522243954996958,0.003283149464207316,0.9066219269019936,False
ADA,AVA,interneuron,interneuron,0.0008184698341305906,0.0040951460789529935,0.003276676244822403,0.6668563917281146,False
LUA,ASH,interneuron,sensory,0.0018121156090841026,0.005081145242961818,0.003269029633877715,0.4742355840899172,False
RME,AVA,motor,interneuron,0.010404126854345115,0.007289806257773133,0.003114320596571982,0.17601064496157595,True
RIB,URY,interneuron,sensory,0.010478495608196225,0.007369848204651517,0.003108647403544708,0.17417007531477557,True
PHC,RIB,sensory,interneuron,0.00017497875028923645,0.003270593880391907,0.0030956151301026703,0.8984326763843143,False
SIB,ASH,motor,sensory,0.0038325531061789413,0.0007491640902197779,0.0030833890159591634,0.6729767064377241,True
AVA,AVH,interneuron,interneuron,0.0055348552311556476,0.002491115410387461,0.0030437398207681867,0.3792363464538352,True
ALA,RIB,interneuron,interneuron,0.004216231423862165,0.0012051937655335526,0.0030110376583286124,0.5553959517284482,True
AIZ,RIB,interneuron,interneuron,0.003093614511677232,0.00010643720377699652,0.0029871773079002354,0.9334777935388596,True
AVD,AVB,interneuron,interneuron,0.0033466432399160573,0.0003658184975669327,0.002980824742349125,0.8029240091448571,True
ASG,AWA,sensory,sensory,0.004807017169433201,0.001865318024084535,0.002941699145348666,0.44087999417633683,True
ADL,SIB,unknown,motor,0.003053753078343961,0.000116244318137563,0.002937508760206398,0.9266596467242728,True
ADL,ASK,unknown,sensory,0.006238561661069862,0.009144328188819335,0.002905766527749473,0.18889600960646563,False
OLQ,SIB,sensory,motor,0.005060757263811096,0.002163063191793204,0.0028976940720178922,0.4011304059553137,True
RME,BAG,motor,sensory,0.004403115731100001,0.0015059395072458636,0.002897176223854137,0.49029431236722015,True
AVB,AWA,interneuron,sensory,0.0035925932835519777,0.0007127607637470854,0.0028798325198048924,0.668895617242437,True
AVD,SIB,interneuron,motor,0.002965478953641918,0.00010490783113879965,0.0028605711225031184,0.9316647151804831,True
RIB,AIY,interneuron,interneuron,0.004179786944604181,0.0013285951214836676,0.002851191823120513,0.5176096605413056,True
DVC,AVA,interneuron,interneuron,0.002861242659324074,1.192690680781417e-05,0.0028493157525162596,0.9916977010105557,True
PHA,RIB,sensory,interneuron,0.004429141105516666,0.0016103899270464648,0.002818751178470201,0.4667168885466022,True
AVH,AVE,interneuron,interneuron,0.006325914186499169,0.00351174032625667,0.002814173860242499,0.2860614619051115,True
PHA,ASH,sensory,sensory,0.0007132255509078191,0.003526190620222322,0.002812965069314503,0.6635265068142564,False
AVE,ASI,interneuron,sensory,0.0001426758833067185,0.00291306743180623,0.0027703915484995115,0.9066178576374712,False
ASE,SIB,sensory,motor,0.0031349790574274725,0.0003665673794396551,0.0027684116779878175,0.7906254133251492,True
AIZ,ASH,interneuron,sensory,0.005606247270791075,0.0028436816157739768,0.0027625656550170985,0.326933594283388,True
AVJ,RID,interneuron,interneuron,0.005871385357524245,0.003111982897294207,0.0027594024602300383,0.3071679075421598,True
SIA,RIB,motor,interneuron,0.004782332245239535,0.0020286925347335334,0.0027536397105060013,0.4042915360069702,True
AWA,AWC,sensory,sensory,0.00333819961193311,0.000647305266151309,0.002690894345781801,0.6751702382956611,True
ASG,AVB,sensory,interneuron,0.002995546390801013,0.0003294448384038054,0.0026661015523972076,0.8018371443497309,True
AVF,AWC,interneuron,sensory,0.0015164170466162605,0.004177825254079678,0.0026614082074634176,0.46738582943679147,False
RIB,URB,interneuron,sensory,0.003763266978973934,0.0011085139500255393,0.0026547530289483946,0.5449245385098119,True
RME,RID,motor,interneuron,0.006680732933299537,0.004034561117475406,0.0026461718158241306,0.24695279276423374,True
SIB,OLQ,motor,sensory,0.004175847158311925,0.0015607111199276555,0.0026151360383842694,0.45587194724701735,True
AVB,OLQ,interneuron,sensory,0.004540456050416156,0.0019291746971706178,0.002611281353245538,0.40362138347036725,True
SAA,RIB,motor,interneuron,0.003162713369326165,0.0005715288918321189,0.002591184477494046,0.6938983137372783,True
AFD,AVA,sensory,interneuron,0.00842265902667528,0.010965488782472133,0.002542829755796852,0.13115382488892266,False
ALA,AVA,interneuron,interneuron,0.0031795570672375458,0.0006378871674436691,0.0025416698997938764,0.6658040502917051,True
RME,RIH,motor,interneuron,0.021574772988661787,0.019045471569797228,0.0025293014188645588,0.062267015871797345,True
ASH,ASK,sensory,sensory,0.0011849244812575908,0.0036901870376483343,0.0025052625563907437,0.5138882454865672,False
AVB,AWC,interneuron,sensory,0.004467361672888136,0.0019634102738171474,0.002503951399070989,0.3893702623705739,True
AVA,ALA,interneuron,interneuron,0.002558101232730066,5.477861935240828e-05,0.0025033226133776574,0.9580702746723977,True
RIB,RMD,interneuron,motor,0.007041666933651878,0.004542680508788419,0.0024989864248634594,0.21572094722712679,True
SIB,AVF,motor,interneuron,0.0025243268392224345,6.215351908701449e-05,0.00246217332013542,0.9519396569285208,True
AVA,RMH,interneuron,motor,0.0038253440336153623,0.0014101880333865875,0.002415156000228775,0.4613009572266229,True
RIB,ASJ,interneuron,sensory,0.0032081654412435177,0.0008034556754655918,0.002404709765777926,0.5994358978265162,True
PHA,ASK,sensory,sensory,0.0014624083206711462,0.0038640885228029107,0.0024016802021317642,0.4508930029659111,False
RIB,URA,interneuron,sensory,0.0031829230139208214,0.0007904308571274142,0.0023924921567934072,0.6021341602651699,True
PHA,AWC,sensory,sensory,0.0008989499634778899,0.003270752861406253,0.002371802897928363,0.5688181965611531,False
ASG,ASH,sensory,sensory,0.008910804021932797,0.011280075405785408,0.0023692713838526103,0.11734364422312833,False
AVA,ASH,interneuron,sensory,0.0013964588235560274,0.003741790342413958,0.0023453315188579306,0.4564456485968446,False
AVA,AVJ,interneuron,interneuron,0.0053245464914734985,0.0029841657571290617,0.002340380734344437,0.28167791062571385,True
ASK,ASI,sensory,sensory,0.0012400622813458979,0.0035791671601981094,0.0023391048788522113,0.48536905301729993,False
ASH,ADL,sensory,unknown,0.004932447499696014,0.007255616664917079,0.002323169165221065,0.1906101834371,False
AVD,RIH,interneuron,interneuron,0.0029870529080877456,0.0006656606211182128,0.0023213922869695326,0.6355253990918981,True
AUA,SIB,unknown,motor,0.0025578133572893686,0.00024306635122208547,0.002314747006067283,0.826435678901006,True
PVT,ASK,interneuron,sensory,0.0031640232307490555,0.0008547129062881807,0.002309310324460875,0.5746359522622928,True
ASH,RIB,sensory,interneuron,0.008875080712919132,0.0065719153087631195,0.0023031654041560127,0.14910118355782867,True
SMD,AVA,motor,interneuron,7.48696550439761e-05,0.002369773880822019,0.002294904225778043,0.9387479598698613,False
SIB,ASE,motor,sensory,0.002587533281733047,0.0002998719712733919,0.0022876613104596552,0.7922896271137286,True
PVT,RME,interneuron,motor,0.0041204623172451695,0.0018333576680204244,0.002287104649224745,0.3841407057100752,True
AVE,AVB,interneuron,interneuron,0.00578255490389081,0.0035046913649838273,0.0022778635389069826,0.24526791348413407,True
SIB,ALA,motor,interneuron,0.0023342272999400085,7.315275369743936e-05,0.002261074546242569,0.9392262135359812,True
RME,AWC,motor,sensory,0.00026907619907710515,0.0025169061349960553,0.00224782993591895,0.8068356456334792,False
SIB,AUA,motor,unknown,0.0024996483815115573,0.00028161188084630396,0.0022180365006652532,0.797493298608288,True
PVC,ASK,interneuron,sensory,0.002667706919320948,0.004877458704741434,0.002209751785420486,0.2928698806937188,False
RIM,AWA,interneuron,sensory,0.004185692554885337,0.0019814355835901616,0.0022042569712951753,0.357420323699976,True
ADL,BAG,unknown,sensory,0.0007400850260715756,0.002910492046318136,0.0021704070202465606,0.5945380463839876,False
ADA,RIB,interneuron,interneuron,0.0006367329733931117,0.002806240339704144,0.002169507366311032,0.6301260875434325,False
ASH,AIZ,sensory,interneuron,0.004622253593440835,0.0024618345193524586,0.0021604190740883767,0.30496783907727654,True
URY,SIB,sensory,motor,0.005930955700750468,0.0037745004987342684,0.0021564552020161996,0.22218998627923206,True
BAG,RIR,sensory,unknown,0.0033196217060054794,0.0011681914639987386,0.002151430242006741,0.4793938857453218,True
SAB,AVE,motor,interneuron,0.000841523937011434,0.002988586761215871,0.002147062824204437,0.5605745988335806,False
BAG,AWC,sensory,sensory,0.0034873320039381186,0.0013468198266313146,0.002140512177306804,0.4427895953726604,True
AVF,AVA,interneuron,interneuron,0.0035142811527816317,0.0013816475854149819,0.00213263356736665,0.4355932526487033,True
URY,RIH,sensory,interneuron,0.00876091525089221,0.010887274933458703,0.0021263596825664925,0.10822165562291314,False
PVC,ASH,interneuron,sensory,0.0013223143780402517,0.00343929580546112,0.002116981427420868,0.4445935936328206,False
ASK,AWB,sensory,sensory,0.0011242244656804211,0.0032378755587046787,0.002113651093024258,0.48454896328685426,False
AVE,BAG,interneuron,sensory,0.0027122351679549567,0.0006061133280409735,0.0021061218399139833,0.6346897497313349,True
SIB,AIA,motor,interneuron,0.0022592168497830474,0.0001646472214515073,0.00209456962833154,0.864144803652387,True
RMH,RIM,motor,interneuron,0.0023811734454400567,0.0002885747024750059,0.002092598742965051,0.7838187531724251,True
RIM,ADA,interneuron,interneuron,0.0004476401178655836,0.002513271855100965,0.0020656317372353813,0.6976335961120984,False
AIZ,ADL,interneuron,unknown,0.003077502585896248,0.0010178751369858295,0.0020596274489104185,0.5029151248030587,True
RIM,RIH,interneuron,interneuron,0.011443781212962995,0.009400057504176268,0.0020437237087867263,0.09804929536809859,True
ALA,ASH,interneuron,sensory,0.0002420707143883036,0.002265149917143519,0.002023079202755215,0.8069011145736601,False
PVC,SIB,interneuron,motor,0.0006340585354110777,0.002637837766236391,0.002003779230825313,0.6124213559501359,False
ASK,ADL,sensory,unknown,0.003681716360250501,0.005684918301587197,0.0020032019413366957,0.21386570441481326,False
RIC,SIB,interneuron,motor,0.0021988520772491687,0.00020600153517054084,0.0019928505420786276,0.828678489584078,True
ASK,ASG,sensory,sensory,0.002836896199071427,0.004804153241525505,0.0019672570424540776,0.25745900900158175,False
RIH,AVD,interneuron,interneuron,0.002665257323669737,0.0007228243710252542,0.0019424329526444828,0.5733134765771936,True
AVJ,ASK,interneuron,sensory,0.0013849401135656294,0.003321130779138297,0.0019361906655726677,0.41142402411150364,False
AVD,AVA,interneuron,interneuron,0.0020458784438151033,0.0001116077586288024,0.0019342706851863008,0.8965390338725414,True
SAB,RIH,motor,interneuron,0.0014198766233964237,0.0033384311999253174,0.0019185545765288937,0.4032010133529913,False
ASG,ASK,sensory,sensory,0.001782644110602916,0.0036863799388412197,0.0019037358282383036,0.34809424427789315,False
PHA,ASG,sensory,sensory,0.001768206931214775,0.003664585788852929,0.0018963788576381539,0.34906150859154633,False
RIP,ASI,interneuron,sensory,0.0011009790859973852,0.002996276921120495,0.0018952978351231098,0.46257734092592845,False
RIB,URX,interneuron,sensory,0.0024719254578480358,0.000585882735452789,0.0018860427223952468,0.616795607012797,True
PVT,AVJ,interneuron,interneuron,0.002070759076670833,0.00020227974734715536,0.0018684793293236776,0.8220181843700319,True
AWA,ASI,sensory,sensory,0.003669894531769914,0.001812426418034034,0.00185746811373588,0.33881053241168807,True
ASK,AWC,sensory,sensory,0.0023287075676606925,0.004174234983939174,0.0018455274162784813,0.28379881465269285,False
AVB,ASG,interneuron,sensory,0.00210855988269662,0.0002712950509713867,0.0018372648317252333,0.7720070364510843,True
RID,AWA,interneuron,sensory,0.0029234530840001843,0.0010871966663901767,0.0018362564176100076,0.45784510892450087,True
AIB,RID,interneuron,interneuron,0.003256346750680751,0.0014221853444423534,0.0018341614062383975,0.3920377865840754,True
RIC,RIB,interneuron,interneuron,0.0027798588280616462,0.0009521287711797414,0.0018277300568819049,0.4897470742611057,True
AWA,ASH,sensory,sensory,0.0031995158223790893,0.0013791167406852387,0.0018203990816938506,0.397585745713769,True
AVH,ASK,interneuron,sensory,0.0009339526328675525,0.0027508907505479456,0.0018169381176803931,0.49308420448736806,False
SIB,RIC,motor,interneuron,0.002037323326270485,0.0002319530151610361,0.0018053703111094491,0.7955709045172885,True
AWA,AVH,sensory,interneuron,0.002252319985161522,0.0004652198927992808,0.001787100092362241,0.6576168545285768,True
AVA,OLL,interneuron,unknown,0.0026418542084522016,0.0008554707528180998,0.0017863834556341017,0.5107856502721683,True
ASI,AVA,sensory,interneuron,0.006993086978485928,0.00877332490450156,0.0017802379260156318,0.11291332028723917,False
ADL,RIM,unknown,interneuron,0.004954732261978713,0.0031875038622761176,0.0017672283997025953,0.21704459942321683,True
ASG,AWC,sensory,sensory,9.561677102707593e-05,0.0018596482127026526,0.0017640314416755766,0.9021955418498202,False
ALA,ASG,interneuron,sensory,0.000313307934299862,0.00207722546036277,0.001763917526062908,0.7378760975327158,False
AIZ,SIB,interneuron,motor,0.0018639085581458612,0.00010760264462988723,0.001756305913515974,0.8908424268444312,True
PVR,ASH,unknown,sensory,0.0022545799485918024,0.004000423553811183,0.0017458436052193806,0.2791115267381588,False
RIM,AVE,interneuron,interneuron,0.010925340836030764,0.00919707628064628,0.0017282645553844834,0.08588752219848285,True
RIH,AVA,interneuron,interneuron,0.015456450237820551,0.013735406960935868,0.0017210432768846838,0.058956278775657095,True
DVB,RIB,interneuron,interneuron,0.0019958045795357296,0.0002930573965319935,0.0017027471830037362,0.7439273868039548,True
RIM,AWB,interneuron,sensory,0.0027408726427527973,0.0010494376959125301,0.0016914349468402671,0.44625235167699556,True
AWC,RME,sensory,motor,4.075345801264827e-05,0.001718779541905668,0.0016780260838930197,0.9536769066583172,False
RIH,AIA,interneuron,interneuron,0.0028776383566982743,0.001233762705240464,0.0016438756514578104,0.39983343553919665,True
ADE,RIB,sensory,interneuron,0.0017769489645519997,0.00013677357967957683,0.0016401753848724228,0.8570601334609843,True
AWA,RIM,sensory,interneuron,0.002562105533162705,0.0009233808681751805,0.0016387246649875243,0.47015665226604914,True
OLQ,AVB,sensory,interneuron,0.002926851706618121,0.0012953244670032911,0.00163152723961483,0.3864185514489307,True
AIA,AWC,interneuron,sensory,0.000758003588384326,0.002379552377263723,0.001621548788879397,0.516819063931045,False
BAG,OLL,sensory,unknown,0.00014417231391918012,0.0017631455675537352,0.001618973253634555,0.8488218898792703,False
SAB,AWC,motor,sensory,0.0018849270026512189,0.0002691266710114333,0.0016158003316397856,0.7501207032971858,True
