AIA,AIA,flp-1,npr-11
AIA,AIY,flp-1,npr-11
AIA,AVA,flp-1,npr-4
AIA,BAG,flp-1,npr-4
AIA,BDU,flp-1,npr-4
AIA,PQR,flp-1,npr-4
AIA,RIV,flp-1,npr-4
AIY,AIA,flp-1,npr-11
AIY,AIY,flp-1,npr-11
AIY,AVA,flp-1,npr-4
AIY,BAG,flp-1,npr-4
AIY,BDU,flp-1,npr-4
AIY,PQR,flp-1,npr-4
AIY,RIV,flp-1,npr-4
AVA,AIA,flp-1,npr-11
AVA,AIY,flp-1,npr-11
AVA,AVA,flp-1,npr-4
AVA,BAG,flp-1,npr-4
AVA,BDU,flp-1,npr-4
AVA,PQR,flp-1,npr-4
AVA,RIV,flp-1,npr-4
AVE,AIA,flp-1,npr-11
AVE,AIY,flp-1,npr-11
AVE,AVA,flp-1,npr-4
AVE,BAG,flp-1,npr-4
AVE,BDU,flp-1,npr-4
AVE,PQR,flp-1,npr-4
AVE,RIV,flp-1,npr-4
AVK,AIA,flp-1,npr-11
AVK,AIY,flp-1,npr-11
AVK,AVA,flp-1,npr-4
AVK,BAG,flp-1,npr-4
AVK,BDU,flp-1,npr-4
AVK,PQR,flp-1,npr-4
AVK,RIV,flp-1,npr-4
M5,AIA,flp-1,npr-11
M5,AIY,flp-1,npr-11
M5,AVA,flp-1,npr-4
M5,BAG,flp-1,npr-4
M5,BDU,flp-1,npr-4
M5,PQR,flp-1,npr-4
M5,RIV,flp-1,npr-4
RIG,AIA,flp-1,npr-11
RIG,AIY,flp-1,npr-11
RIG,AVA,flp-1,npr-4
RIG,BAG,flp-1,npr-4
RIG,BDU,flp-1,npr-4
RIG,PQR,flp-1,npr-4
RIG,RIV,flp-1,npr-4
RMG,AIA,flp-1,npr-11
RMG,AIY,flp-1,npr-11
RMG,AVA,flp-1,npr-4
RMG,BAG,flp-1,npr-4
RMG,BDU,flp-1,npr-4
RMG,PQR,flp-1,npr-4
RMG,RIV,flp-1,npr-4
AIM,DVA,flp-10,egl-6
AIM,HSN,flp-10,egl-6
AIM,SDQ,flp-10,egl-6
ASI,DVA,flp-10,egl-6
ASI,HSN,flp-10,egl-6
